<http://www.wikidata.org/entity/Q27145494>	CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O
<http://www.wikidata.org/entity/Q161656>	CC1=CC=CC2=CC=CC=C12
<http://www.wikidata.org/entity/Q169326>	CC1CCCC(=O)CCCC=CC2=CC(=CC(=C2C(=O)O1)O)O
<http://www.wikidata.org/entity/Q27216081>	CC1CCCC(=O)CCCC=CC2=CC(=CC(=C2C(=O)O1)O)O
<http://www.wikidata.org/entity/Q168790>	CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O
